Product Name,Price,Image URL,Product URL,User Rating,Review Count,Specifications,Brand,Product ID,Category
realme C53 8GB/256GB,3.590.000₫,https://cdn.tgdd.vn/Products/Images/42/317624/realme-c53-gold-thumb-600x600.jpeg,https://www.thegioididong.com/dtdd/realme-c53-8gb?utm_flashsale=1,3.4,27,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 0.08 MP', 'Camera trước': '8 MP'}",realme,317624,Điện thoại
realme C65s,4.690.000₫,https://cdn.tgdd.vn/Products/Images/42/328625/realme-c65s-green-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/realme-c65s-8gb-128gb,3.3,7,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Cảm biến Flicker', 'Camera trước': '8 MP'}",realme,328625,Điện thoại
realme 12,7.790.000₫,https://cdn.tgdd.vn/Products/Images/42/319466/realme-12-green-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/realme-12,3.0,8,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP', 'Camera trước': '16 MP'}",realme,319466,Điện thoại
realme C60 4GB/64GB,2.790.000₫,,https://www.thegioididong.com/dtdd/realme-c60,4.3,3,"{'RAM': '4 GB', 'Dung lượng': '64 GB', 'Camera sau': 'Chính 13 MP & Phụ 0.08 MP', 'Camera trước': '5 MP'}",realme,322919,Điện thoại
realme C61,3.490.000₫,https://cdn.tgdd.vn/Products/Images/42/327975/realme-c61-gold-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/realme-c61-4gb-128gb,,0,"{'RAM': '4 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Cảm biến Flicker', 'Camera trước': '5 MP'}",realme,327975,Điện thoại
realme 13+ 5G,9.290.000₫,https://cdn.tgdd.vn/Products/Images/42/330620/realme-13-plus-tim-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/realme-13-plus-5g-8gb-256gb,,0,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP, Flicker', 'Camera trước': '16 MP'}",realme,330620,Điện thoại
Samsung Galaxy S24 Ultra 5G,29.990.000₫,https://cdn.tgdd.vn/Products/Images/42/307174/samsung-galaxy-s24-ultra-grey-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-ultra-5g,4.0,101,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 200 MP & Phụ 50 MP, 12 MP, 10 MP', 'Camera trước': '12 MP'}",Samsung,307174,Điện thoại
Samsung Galaxy A16,5.890.000₫,https://cdn.tgdd.vn/Products/Images/42/331207/samsung-galaxy-a16-green-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-8gb-128gb,,0,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 5 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,331207,Điện thoại
Samsung Galaxy A16 5G,6.990.000₫,https://cdn.tgdd.vn/Products/Images/42/331204/samsung-galaxy-a16-5g-gold-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-5g,,0,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 5 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,331204,Điện thoại
Samsung Galaxy A55 5G,10.990.000₫,https://cdn.tgdd.vn/Products/Images/42/322096/samsung-galaxy-a55-5g-xanh-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-a55-5g,3.8,67,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 12 MP, 5 MP', 'Camera trước': '32 MP'}",Samsung,322096,Điện thoại
Samsung Galaxy A06,2.890.000₫,https://cdn.tgdd.vn/Products/Images/42/328752/samsung-galaxy-a06-blue-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-64gb,,0,"{'RAM': '4 GB', 'Dung lượng': '64 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP', 'Camera trước': '8 MP'}",Samsung,328752,Điện thoại
Samsung Galaxy S23 FE 5G,10.390.000₫,https://cdn.tgdd.vn/Products/Images/42/306994/samsung-galaxy-s23-fe-mint-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe,3.0,78,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 12 MP, 8 MP', 'Camera trước': '10 MP'}",Samsung,306994,Điện thoại
Samsung Galaxy Z Fold6 5G,41.990.000₫,https://cdn.tgdd.vn/Products/Images/42/320721/samsung-galaxy-z-fold6-xam-thumbn-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-z-fold6,4.9,25,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 12 MP, 10 MP', 'Camera trước': '10 MP & 4 MP'}",Samsung,320721,Điện thoại
Samsung Galaxy A35 5G,8.290.000₫,https://cdn.tgdd.vn/Products/Images/42/321772/samsung-galaxy-a35-5g-xanh-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-a35-5g,3.4,46,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 8 MP, 5 MP', 'Camera trước': '13 MP'}",Samsung,321772,Điện thoại
Samsung Galaxy S24 FE 5G,16.990.000₫,https://cdn.tgdd.vn/Products/Images/42/322789/samsung-galaxy-s24-fe-mint-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-fe,5.0,11,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 12 MP, 8 MP', 'Camera trước': '10 MP'}",Samsung,322789,Điện thoại
Samsung Galaxy Z Flip6 5G,26.990.000₫,https://cdn.tgdd.vn/Products/Images/42/320722/samsung-galaxy-z-flip6-xanh-thumbn-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip6,5.0,15,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 12 MP', 'Camera trước': '10 MP'}",Samsung,320722,Điện thoại
Samsung Galaxy M55 5G,10.190.000₫,https://cdn.tgdd.vn/Products/Images/42/327372/samsung-galaxy-m55-5g-black-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-m55-5g-12gb-256gb,4.3,6,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 8 MP, 2 MP', 'Camera trước': '50 MP'}",Samsung,327372,Điện thoại
Samsung Galaxy S24 5G,19.990.000₫,https://cdn.tgdd.vn/Products/Images/42/319665/TimerThumb/samsung-galaxy-s24-thumbkm1.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-256gb-5g,3.9,45,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 12 MP, 10 MP', 'Camera trước': '12 MP'}",Samsung,319665,Điện thoại
Samsung Galaxy S24+ 5G,20.990.000₫,https://cdn.tgdd.vn/Products/Images/42/307172/samsung-galaxy-s24-plus-violet-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-plus-5g,4.2,12,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 12 MP, 10 MP', 'Camera trước': '12 MP'}",Samsung,307172,Điện thoại
Samsung Galaxy A15 8GB/256GB,4.990.000₫,,https://www.thegioididong.com/dtdd/samsung-galaxy-a15-256gb,3.2,104,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 5 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,316075,Điện thoại
Samsung Galaxy A15 5G 8GB/256GB,5.090.000₫,,https://www.thegioididong.com/dtdd/samsung-galaxy-a15-5g,3.3,72,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 5 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,319584,Điện thoại
Samsung Galaxy A05s,3.790.000₫,https://cdn.tgdd.vn/Products/Images/42/317530/samsung-galaxy-a05s-sliver-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-a05s-6gb,3.1,72,"{'RAM': '6 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,317530,Điện thoại
Samsung Galaxy A25 5G,6.490.000₫,https://cdn.tgdd.vn/Products/Images/42/319904/samsung-galaxy-a25-5g-xanh-duong-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-a25-8gb,3.3,47,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 8 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,319904,Điện thoại
Samsung Galaxy S23 Ultra 5G 8GB/256GB,20.990.000₫,,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra?utm_flashsale=1,4.4,149,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP', 'Camera trước': '12 MP'}",Samsung,249948,Điện thoại
Samsung Galaxy M35 5G 8GB/256GB,7.990.000₫,,https://www.thegioididong.com/dtdd/samsung-galaxy-m35-5g,3.7,41,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 8 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,323563,Điện thoại
Samsung Galaxy M15 5G,4.290.000₫,https://cdn.tgdd.vn/Products/Images/42/325073/samsung-galaxy-m15-5g-blue-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/samsung-galaxy-m15-5g-4gb,4.0,9,"{'RAM': '4 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 5 MP, 2 MP', 'Camera trước': '13 MP'}",Samsung,325073,Điện thoại
TCL 406s 4GB/64GB,1.890.000₫,https://cdn.tgdd.vn/Products/Images/42/324994/tcl-406s-blue-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/tcl-406s,4.2,9,"{'RAM': '4 GB', 'Dung lượng': '64 GB', 'Camera sau': 'Chính 13 MP & Phụ 2 MP', 'Camera trước': '5 MP'}",Other,324994,Điện thoại
Tecno Spark GO 1 3GB/64GB,1.990.000₫,https://cdn.tgdd.vn/Products/Images/42/329865/tecno-spark-go-1-white-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/tecno-spark-go-1,,0,"{'RAM': '3 GB', 'Dung lượng': '64 GB', 'Camera sau': 'Chính 13 MP & Phụ AI', 'Camera trước': '8 MP'}",Tecno,329865,Điện thoại
Tecno Spark 20C 8GB/128GB,2.490.000₫,https://cdn.tgdd.vn/Products/Images/42/325155/tecno-spark-20c-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/tecno-spark-20c,3.4,5,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 0.08 MP', 'Camera trước': '8 MP'}",Tecno,325155,Điện thoại
Tecno Spark Go 2024 3GB/64GB,1.890.000₫,https://cdn.tgdd.vn/Products/Images/42/325154/tecno-spark-go-2024-yellow-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/tecno-spark-go-2024,4.0,29,"{'RAM': '3 GB', 'Dung lượng': '64 GB', 'Camera sau': 'Chính 13 MP & Phụ 0.08 MP', 'Camera trước': '8 MP'}",Tecno,325154,Điện thoại
Viettel Sumo 4G T2,550.000₫,https://cdn.tgdd.vn/Products/Images/42/330028/viettel-sumo-4g-t2-black-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/viettel-sumo-4g-t2,,0,{},Viettel,330028,Điện thoại
vivo V40 Lite 8GB/256GB,8.190.000₫,https://cdn.tgdd.vn/Products/Images/42/329959/vivo-v40-lite-bac-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-v40-lite-8gb-256gb?utm_flashsale=1,3.0,3,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP', 'Camera trước': '32 MP'}",vivo,329959,Điện thoại
vivo Y100,6.490.000₫,https://cdn.tgdd.vn/Products/Images/42/302197/vivo-y100-xanh-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-y100,3.6,17,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP, Flicker', 'Camera trước': '8 MP'}",vivo,302197,Điện thoại
vivo Y03,3.290.000₫,https://cdn.tgdd.vn/Products/Images/42/322996/vivo-y03-xanh-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-y03,3.9,11,"{'RAM': '4 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 13 MP & Phụ 0.08 MP', 'Camera trước': '5 MP'}",vivo,322996,Điện thoại
vivo Y36 8GB/256GB,5.190.000₫,https://cdn.tgdd.vn/Products/Images/42/307203/vivo-y36-xanh-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-y36?utm_flashsale=1,4.2,196,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP', 'Camera trước': '16 MP'}",vivo,307203,Điện thoại
vivo Y28,5.490.000₫,https://cdn.tgdd.vn/Products/Images/42/326016/vivo-y28-vang-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-y28,3.5,21,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 2 MP', 'Camera trước': '8 MP'}",vivo,326016,Điện thoại
vivo Y19s,4.190.000₫,https://cdn.tgdd.vn/Products/Images/42/331200/vivo-y19s-bac-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-y19s-6gb-128gb,,0,"{'RAM': '6 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 0.08 MP', 'Camera trước': '5 MP'}",vivo,331200,Điện thoại
vivo V30 5G 12GB/512GB,11.990.000₫,,https://www.thegioididong.com/dtdd/vivo-v30,4.2,13,"{'RAM': '12 GB', 'Dung lượng': '512 GB', 'Camera sau': 'Chính 50 MP & Phụ 50 MP', 'Camera trước': '50 MP'}",vivo,319214,Điện thoại
vivo Y18,3.490.000₫,https://cdn.tgdd.vn/Products/Images/42/327254/vivo-y18-nau-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-y18-4gb-128gb,,0,"{'RAM': '4 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ 0.08 MP', 'Camera trước': '8 MP'}",vivo,327254,Điện thoại
vivo V30e 5G,10.490.000₫,https://cdn.tgdd.vn/Products/Images/42/325136/vivo-v30e-nau-thumb-1-600x600.jpg,https://www.thegioididong.com/dtdd/vivo-v30e-12gb,3.8,5,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 8 MP', 'Camera trước': '32 MP'}",vivo,325136,Điện thoại
vivo Y03T 4GB/128GB,3.290.000₫,,https://www.thegioididong.com/dtdd/vivo-y03t-4gb-128gb,,0,"{'RAM': '4 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 13 MP & Phụ 0.08 MP', 'Camera trước': '5 MP'}",vivo,329005,Điện thoại
Xiaomi Redmi Note 13,4.390.000₫,https://cdn.tgdd.vn/Products/Images/42/309831/xiaomi-redmi-note-13-gold-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13,3.2,252,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 108 MP & Phụ 8 MP, 2 MP', 'Camera trước': '16 MP'}",Xiaomi,309831,Điện thoại
Xiaomi Redmi Note 13 Pro,5.990.000₫,https://cdn.tgdd.vn/Products/Images/42/314206/xiaomi-redmi-note-13-green-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13-pro,3.3,68,"{'RAM': '8 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 200 MP & Phụ 8 MP, 2 MP', 'Camera trước': '16 MP'}",Xiaomi,314206,Điện thoại
Xiaomi Redmi 13,3.790.000₫,https://cdn.tgdd.vn/Products/Images/42/325800/redmi-13-blue-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-redmi-13-6gb-128gb,3.5,54,"{'RAM': '6 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 108 MP & Phụ 2 MP', 'Camera trước': '13 MP'}",Xiaomi,325800,Điện thoại
Xiaomi 14T 5G,11.990.000₫,https://cdn.tgdd.vn/Products/Images/42/329938/xiaomi-14t-grey-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-14t-5g,4.1,17,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 50 MP, 12 MP', 'Camera trước': '32 MP'}",Xiaomi,329938,Điện thoại
Xiaomi 14T Pro 5G,15.490.000₫,https://cdn.tgdd.vn/Products/Images/42/329940/xiaomi-14t-pro-blue-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-14t-pro-5g-12gb-256gb,3.3,7,"{'RAM': '12 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 50 MP & Phụ 50 MP, 12 MP', 'Camera trước': '32 MP'}",Xiaomi,329940,Điện thoại
Xiaomi Redmi A3,2.090.000₫,https://cdn.tgdd.vn/Products/Images/42/320734/xiaomi-redmi-a3-xanh-l%C3%A1-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-redmi-a3,3.5,21,"{'RAM': '3 GB', 'Dung lượng': '64 GB', 'Camera sau': 'Chính 8 MP & Phụ 0.08 MP', 'Camera trước': '5 MP'}",Xiaomi,320734,Điện thoại
Xiaomi Redmi Note 13 Pro 5G,7.790.000₫,https://cdn.tgdd.vn/Products/Images/42/319670/xiaomi-redmi-note-13-pro-5g-xanhla-thumb-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13-pro-5g,3.5,222,"{'RAM': '8 GB', 'Dung lượng': '256 GB', 'Camera sau': 'Chính 200 MP & Phụ 8 MP, 2 MP', 'Camera trước': '16 MP'}",Xiaomi,319670,Điện thoại
Xiaomi 14 5G,21.490.000₫,https://cdn.tgdd.vn/Products/Images/42/298538/xiaomi-14-green-thumbnew-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-14,4.0,33,"{'RAM': '12 GB', 'Dung lượng': '512 GB', 'Camera sau': 'Chính 50 MP & Phụ 50 MP, 50 MP', 'Camera trước': '32 MP'}",Xiaomi,298538,Điện thoại
Xiaomi Redmi 14C,3.090.000₫,https://cdn.tgdd.vn/Products/Images/42/329008/xiaomi-redmi-14c-blue-1-600x600.jpg,https://www.thegioididong.com/dtdd/xiaomi-redmi-14c-6gb-128gb,2.9,7,"{'RAM': '6 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 50 MP & Phụ QVGA', 'Camera trước': '13 MP'}",Xiaomi,329008,Điện thoại
Xiaomi 14T 5G 12GB/512GB Xanh,12.990.000₫,,https://www.thegioididong.com/dtdd/xiaomi-14t-5g-12gb-512gb-xanh,,0,"{'RAM': '12 GB', 'Dung lượng': '512 GB', 'Camera sau': 'Chính 50 MP & Phụ 50 MP, 12 MP', 'Camera trước': '32 MP'}",Xiaomi,329892,Điện thoại
Xiaomi POCO M6 6GB/128GB,3.490.000₫,,https://www.thegioididong.com/dtdd/xiaomi-poco-m6?utm_flashsale=1,2.8,12,"{'RAM': '6 GB', 'Dung lượng': '128 GB', 'Camera sau': 'Chính 108 MP & Phụ 2 MP', 'Camera trước': '13 MP'}",Xiaomi,327343,Điện thoại
Xiaomi 14 Ultra 5G 16GB/512GB,29.990.000₫,,https://www.thegioididong.com/dtdd/xiaomi-14-ultra,4.4,8,"{'RAM': '16 GB', 'Dung lượng': '512 GB', 'Camera sau': '4 camera 50 MP', 'Camera trước': '32 MP'}",Xiaomi,313889,Điện thoại
